% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.077	1	17	8	8	27	28	277
0.077	1	19	8	8	28	28	277
0.077	1	3	8	8	29	28	277
0.077	1	18	8	8	30	28	277
0.077	1	9	8	8	36	28	277
0.077	1	10	8	8	37	28	277
0.077	1	6	8	8	39	28	277
0.078	1	4	8	9	42	28	277
0.078	1	8	8	9	43	28	277
0.078	1	16	8	9	44	28	277
0.078	1	15	8	9	45	28	277
0.078	1	5	8	9	1	28	277
0.078	1	12	8	9	2	28	277
0.078	1	1	8	9	3	28	277
0.078	1	13	8	9	4	28	277
0.079	1	20	8	10	13	28	277
0.079	1	2	8	10	14	28	277
0.079	1	14	8	10	15	28	277
0.079	1	11	8	10	16	28	277
0.079	1	17	8	10	27	28	277
0.079	1	19	8	10	28	28	277
0.079	1	3	8	10	29	28	277
0.079	1	18	8	10	30	28	277
0.08	1	9	9	1	36	28	277
0.08	1	10	9	1	37	28	277
0.08	1	7	9	1	38	28	277
0.08	1	6	9	1	39	28	277
0.08	1	4	9	1	42	28	277
0.08	1	8	9	1	43	28	277
0.08	1	16	9	1	44	28	277
0.08	1	15	9	1	45	28	277
0.081	1	5	9	2	1	28	277
0.081	1	12	9	2	2	28	277
0.081	1	1	9	2	3	28	277
0.081	1	13	9	2	4	28	277
0.081	1	20	9	2	13	28	277
0.081	1	2	9	2	14	28	277
0.081	1	14	9	2	15	28	277
0.081	1	11	9	2	16	28	277
0.082	1	17	9	3	27	28	277
0.082	1	19	9	3	28	28	277
0.082	1	3	9	3	29	28	277
0.082	1	18	9	3	30	28	277
0.082	1	9	9	3	36	28	277
0.082	1	10	9	3	37	28	277
0.082	1	7	9	3	38	28	277
0.082	1	6	9	3	39	28	277
0.083	1	4	9	4	42	28	277
0.083	1	8	9	4	43	28	277
0.083	1	16	9	4	44	28	277
0.083	1	15	9	4	45	28	277
0.083	1	5	9	4	1	28	277
0.083	1	12	9	4	2	28	277
0.083	1	1	9	4	3	28	277
0.083	1	13	9	4	4	28	277
0.084	1	20	9	5	13	28	277
0.084	1	2	9	5	14	28	277
0.084	1	14	9	5	15	28	277
0.084	1	11	9	5	16	28	277
0.084	1	17	9	5	27	28	277
0.084	1	19	9	5	28	28	277
0.084	1	3	9	5	29	28	277
0.084	1	18	9	5	30	28	277
0.085	1	9	9	6	36	28	277
0.085	1	10	9	6	37	28	277
0.085	1	7	9	6	38	28	277
0.085	1	6	9	6	39	28	277
0.085	1	4	9	6	42	28	277
0.085	1	8	9	6	43	28	277
0.085	1	16	9	6	44	28	277
0.085	1	15	9	6	45	28	277
0.086	1	5	9	7	1	28	277
0.086	1	12	9	7	2	28	277
0.086	1	1	9	7	3	28	277
0.086	1	13	9	7	4	28	277
0.086	1	20	9	7	13	28	277
0.086	1	2	9	7	14	28	277
0.086	1	14	9	7	15	28	277
0.086	1	11	9	7	16	28	277
0.087	1	17	9	8	27	28	277
0.087	1	19	9	8	28	28	277
0.087	1	3	9	8	29	28	277
0.087	1	18	9	8	30	28	277
0.087	1	9	9	8	36	28	277
0.087	1	10	9	8	37	28	277
0.087	1	7	9	8	38	28	277
0.087	1	6	9	8	39	28	277
0.088	1	4	9	9	42	28	277
0.088	1	8	9	9	43	28	277
0.088	1	16	9	9	44	28	277
0.088	1	15	9	9	45	28	277
0.088	1	5	9	9	1	28	277
0.088	1	12	9	9	2	28	277
0.088	1	1	9	9	3	28	277
0.088	1	13	9	9	4	28	277
0.089	1	20	9	10	13	28	277
0.089	1	2	9	10	14	28	277
0.089	1	14	9	10	15	28	277
0.089	1	11	9	10	16	28	277
0.089	1	17	9	10	27	28	277
0.089	1	19	9	10	28	28	277
0.089	1	3	9	10	29	28	277
0.089	1	18	9	10	30	28	277
0.09	1	9	10	1	36	28	277
0.09	1	10	10	1	37	28	277
0.09	1	7	10	1	38	28	277
0.09	1	6	10	1	39	28	277
0.09	1	4	10	1	42	28	277
0.09	1	8	10	1	43	28	277
0.09	1	16	10	1	44	28	277
0.09	1	15	10	1	45	28	277
0.091	1	5	10	2	1	28	277
0.091	1	12	10	2	2	28	277
0.091	1	1	10	2	3	28	277
0.091	1	13	10	2	4	28	277
0.091	1	20	10	2	13	28	277
0.091	1	2	10	2	14	28	277
0.091	1	14	10	2	15	28	277
0.091	1	11	10	2	16	28	277
0.092	1	17	10	3	27	28	277
0.092	1	19	10	3	28	28	277
0.092	1	3	10	3	29	28	277
0.092	1	18	10	3	30	28	277
0.092	1	9	10	3	36	28	277
0.092	1	10	10	3	37	28	277
0.092	1	7	10	3	38	28	277
0.092	1	6	10	3	39	28	277
0.093	1	4	10	4	42	28	277
0.093	1	8	10	4	43	28	277
0.093	1	16	10	4	44	28	277
0.093	1	15	10	4	45	28	277
0.093	1	5	10	4	1	28	277
0.093	1	12	10	4	2	28	277
0.093	1	1	10	4	3	28	277
0.093	1	13	10	4	4	28	277
0.094	1	20	10	5	13	28	277
0.094	1	2	10	5	14	28	277
0.094	1	14	10	5	15	28	277
0.094	1	11	10	5	16	28	277
0.094	1	17	10	5	27	28	277
0.094	1	19	10	5	28	28	277
0.094	1	3	10	5	29	28	277
0.094	1	18	10	5	30	28	277
0.095	1	9	10	6	36	28	277
0.095	1	10	10	6	37	28	277
0.095	1	7	10	6	38	28	277
0.095	1	6	10	6	39	28	277
0.095	1	4	10	6	42	28	277
0.095	1	8	10	6	43	28	277
0.095	1	16	10	6	44	28	277
0.095	1	15	10	6	45	28	277
0.096	1	5	10	7	1	28	277
0.096	1	12	10	7	2	28	277
0.096	1	1	10	7	3	28	277
0.096	1	13	10	7	4	28	277
0.096	1	20	10	7	13	28	277
0.096	1	2	10	7	14	28	277
0.096	1	14	10	7	15	28	277
0.096	1	11	10	7	16	28	277
0.097	1	17	10	8	27	28	277
0.097	1	19	10	8	28	28	277
0.097	1	3	10	8	29	28	277
0.097	1	18	10	8	30	28	277
0.097	1	9	10	8	36	28	277
0.097	1	10	10	8	37	28	277
0.097	1	7	10	8	38	28	277
0.097	1	6	10	8	39	28	277
0.098	1	4	10	9	42	28	277
0.098	1	8	10	9	43	28	277
0.098	1	16	10	9	44	28	277
0.098	1	15	10	9	45	28	277
0.098	1	5	10	9	1	28	277
0.098	1	12	10	9	2	28	277
0.098	1	1	10	9	3	28	277
0.098	1	13	10	9	4	28	277
0.099	1	20	10	10	13	28	277
0.099	1	2	10	10	14	28	277
0.099	1	14	10	10	15	28	277
0.099	1	11	10	10	16	28	277
0.099	1	17	10	10	27	28	277
0.099	1	19	10	10	28	28	277
0.099	1	3	10	10	29	28	277
0.099	1	18	10	10	30	28	277
0.1	1	9	11	1	36	28	277
0.1	1	10	11	1	37	28	277
0.1	1	7	11	1	38	28	277
0.1	1	6	11	1	39	28	277
0.1	1	4	11	1	42	28	277
0.1	1	8	11	1	43	28	277
0.1	1	16	11	1	44	28	277
0.1	1	15	11	1	45	28	277
0.101	1	5	11	2	1	28	277
0.101	1	12	11	2	2	28	277
0.101	1	1	11	2	3	28	277
0.101	1	13	11	2	4	28	277
0.101	1	20	11	2	13	28	277
0.101	1	2	11	2	14	28	277
0.101	1	14	11	2	15	28	277
0.101	1	11	11	2	16	28	277
0.102	1	17	11	3	27	28	277
0.102	1	19	11	3	28	28	277
0.102	1	3	11	3	29	28	277
0.102	1	18	11	3	30	28	277
0.102	1	9	11	3	36	28	277
0.102	1	10	11	3	37	28	277
0.102	1	7	11	3	38	28	277
0.102	1	6	11	3	39	28	277
0.103	1	4	11	4	42	28	277
0.103	1	8	11	4	43	28	277
0.103	1	16	11	4	44	28	277
0.103	1	15	11	4	45	28	277
0.103	1	5	11	4	1	28	277
0.103	1	12	11	4	2	28	277
0.103	1	1	11	4	3	28	277
0.103	1	13	11	4	4	28	277
0.104	1	20	11	5	13	28	277
0.104	1	2	11	5	14	28	277
0.104	1	14	11	5	15	28	277
0.104	1	11	11	5	16	28	277
0.104	1	17	11	5	27	28	277
0.104	1	19	11	5	28	28	277
0.104	1	3	11	5	29	28	277
0.104	1	18	11	5	30	28	277
0.105	1	9	11	6	36	28	277
0.105	1	10	11	6	37	28	277
0.105	1	7	11	6	38	28	277
0.105	1	6	11	6	39	28	277
0.105	1	4	11	6	42	28	277
0.105	1	8	11	6	43	28	277
0.105	1	16	11	6	44	28	277
0.105	1	15	11	6	45	28	277
0.106	1	5	11	7	1	28	277
0.106	1	12	11	7	2	28	277
0.106	1	1	11	7	3	28	277
0.106	1	13	11	7	4	28	277
0.106	1	20	11	7	13	28	277
0.106	1	2	11	7	14	28	277
0.106	1	14	11	7	15	28	277
0.106	1	11	11	7	16	28	277
0.107	1	17	11	8	27	28	277
0.107	1	19	11	8	28	28	277
0.107	1	3	11	8	29	28	277
0.107	1	18	11	8	30	28	277
0.107	1	9	11	8	36	28	277
0.107	1	10	11	8	37	28	277
0.107	1	7	11	8	38	28	277
0.107	1	6	11	8	39	28	277
0.108	1	4	11	9	42	28	277
0.108	1	8	11	9	43	28	277
0.108	1	16	11	9	44	28	277
0.108	1	15	11	9	45	28	277
0.108	1	5	11	9	1	28	277
0.108	1	12	11	9	2	28	277
0.108	1	1	11	9	3	28	277
0.108	1	13	11	9	4	28	277
0.109	1	20	11	10	13	28	277
0.109	1	2	11	10	14	28	277
0.109	1	14	11	10	15	28	277
0.109	1	11	11	10	16	28	277
0.109	1	17	11	10	27	28	277
0.109	1	19	11	10	28	28	277
0.109	1	3	11	10	29	28	277
0.109	1	18	11	10	30	28	277
0.11	1	9	12	1	36	28	277
0.11	1	10	12	1	37	28	277
0.11	1	7	12	1	38	28	277
0.11	1	6	12	1	39	28	277
0.11	1	4	12	1	42	28	277
0.11	1	8	12	1	43	28	277
0.11	1	16	12	1	44	28	277
0.11	1	15	12	1	45	28	277
0.111	1	5	12	2	1	28	277
0.111	1	12	12	2	2	28	277
0.111	1	1	12	2	3	28	277
0.111	1	13	12	2	4	28	277
0.111	1	20	12	2	13	28	277
0.111	1	2	12	2	14	28	277
0.111	1	14	12	2	15	28	277
0.111	1	11	12	2	16	28	277
0.112	1	17	12	3	27	28	277
0.112	1	19	12	3	28	28	277
0.112	1	3	12	3	29	28	277
0.112	1	18	12	3	30	28	277
0.112	1	9	12	3	36	28	277
0.112	1	10	12	3	37	28	277
0.112	1	7	12	3	38	28	277
0.112	1	6	12	3	39	28	277
0.113	1	4	12	4	42	28	277
0.113	1	8	12	4	43	28	277
0.113	1	16	12	4	44	28	277
0.113	1	15	12	4	45	28	277
0.113	1	5	12	4	1	28	277
0.113	1	12	12	4	2	28	277
0.113	1	1	12	4	3	28	277
0.113	1	13	12	4	4	28	277
0.114	1	20	12	5	13	28	277
0.114	1	2	12	5	14	28	277
0.114	1	14	12	5	15	28	277
0.114	1	11	12	5	16	28	277
0.114	1	17	12	5	27	28	277
0.114	1	19	12	5	28	28	277
0.114	1	3	12	5	29	28	277
0.114	1	18	12	5	30	28	277
0.115	1	9	12	6	36	28	277
0.115	1	10	12	6	37	28	277
0.115	1	7	12	6	38	28	277
0.115	1	6	12	6	39	28	277
0.115	1	4	12	6	42	28	277
0.115	1	8	12	6	43	28	277
0.115	1	16	12	6	44	28	277
0.115	1	15	12	6	45	28	277
0.116	1	5	12	7	1	28	277
0.116	1	12	12	7	2	28	277
0.116	1	1	12	7	3	28	277
0.116	1	13	12	7	4	28	277
0.116	1	20	12	7	13	28	277
0.116	1	2	12	7	14	28	277
0.116	1	14	12	7	15	28	277
0.116	1	11	12	7	16	28	277
0.117	1	17	12	8	27	28	277
0.117	1	19	12	8	28	28	277
0.117	1	3	12	8	29	28	277
0.117	1	18	12	8	30	28	277
0.117	1	9	12	8	36	28	277
0.117	1	10	12	8	37	28	277
0.117	1	7	12	8	38	28	277
0.117	1	6	12	8	39	28	277
0.118	1	4	12	9	42	28	277
0.118	1	8	12	9	43	28	277
0.118	1	16	12	9	44	28	277
0.118	1	15	12	9	45	28	277
0.118	1	5	12	9	1	28	277
0.118	1	12	12	9	2	28	277
0.118	1	1	12	9	3	28	277
0.118	1	13	12	9	4	28	277
0.119	1	20	12	10	13	28	277
0.119	1	2	12	10	14	28	277
0.119	1	14	12	10	15	28	277
0.119	1	11	12	10	16	28	277
0.119	1	17	12	10	27	28	277
0.119	1	19	12	10	28	28	277
0.119	1	3	12	10	29	28	277
0.119	1	18	12	10	30	28	277
0.12	1	9	13	1	36	28	277
0.12	1	10	13	1	37	28	277
0.12	1	7	13	1	38	28	277
0.12	1	6	13	1	39	28	277
0.12	1	4	13	1	42	28	277
0.12	1	8	13	1	43	28	277
0.12	1	16	13	1	44	28	277
0.12	1	15	13	1	45	28	277
0.121	1	5	13	2	1	28	277
0.121	1	12	13	2	2	28	277
0.121	1	1	13	2	3	28	277
0.121	1	13	13	2	4	28	277
0.121	1	20	13	2	13	28	277
0.121	1	2	13	2	14	28	277
0.121	1	14	13	2	15	28	277
0.121	1	11	13	2	16	28	277
0.122	1	17	13	3	27	28	277
0.122	1	19	13	3	28	28	277
0.122	1	3	13	3	29	28	277
0.122	1	18	13	3	30	28	277
0.122	1	9	13	3	36	28	277
0.122	1	10	13	3	37	28	277
0.122	1	7	13	3	38	28	277
0.122	1	6	13	3	39	28	277
0.123	1	4	13	4	42	28	277
0.123	1	8	13	4	43	28	277
0.123	1	16	13	4	44	28	277
0.123	1	15	13	4	45	28	277
0.123	1	5	13	4	1	28	277
0.123	1	12	13	4	2	28	277
0.123	1	1	13	4	3	28	277
0.123	1	13	13	4	4	28	277
0.124	1	20	13	5	13	28	277
0.124	1	2	13	5	14	28	277
0.124	1	14	13	5	15	28	277
0.124	1	11	13	5	16	28	277
0.124	1	17	13	5	27	28	277
0.124	1	19	13	5	28	28	277
0.124	1	3	13	5	29	28	277
0.124	1	18	13	5	30	28	277
0.125	1	9	13	6	36	28	277
0.125	1	10	13	6	37	28	277
0.125	1	7	13	6	38	28	277
0.125	1	6	13	6	39	28	277
0.125	1	4	13	6	42	28	277
0.125	1	8	13	6	43	28	277
0.125	1	16	13	6	44	28	277
0.125	1	15	13	6	45	28	277
0.126	1	5	13	7	1	28	277
0.126	1	12	13	7	2	28	277
0.126	1	1	13	7	3	28	277
0.126	1	13	13	7	4	28	277
0.126	1	20	13	7	13	28	277
0.126	1	2	13	7	14	28	277
0.126	1	14	13	7	15	28	277
0.126	1	11	13	7	16	28	277
0.127	1	17	13	8	27	28	277
0.127	1	19	13	8	28	28	277
0.127	1	3	13	8	29	28	277
0.127	1	18	13	8	30	28	277
0.127	1	9	13	8	36	28	277
0.127	1	10	13	8	37	28	277
0.127	1	7	13	8	38	28	277
0.127	1	6	13	8	39	28	277
0.128	1	4	13	9	42	28	277
0.128	1	8	13	9	43	28	277
0.128	1	16	13	9	44	28	277
0.128	1	15	13	9	45	28	277
0.128	1	5	13	9	1	28	277
0.128	1	12	13	9	2	28	277
0.128	1	1	13	9	3	28	277
0.128	1	13	13	9	4	28	277
0.129	1	20	13	10	13	28	277
0.129	1	2	13	10	14	28	277
0.129	1	14	13	10	15	28	277
0.129	1	11	13	10	16	28	277
0.129	1	17	13	10	27	28	277
0.129	1	19	13	10	28	28	277
0.129	1	3	13	10	29	28	277
0.129	1	18	13	10	30	28	277
0.13	1	9	14	1	36	28	277
0.13	1	10	14	1	37	28	277
0.13	1	7	14	1	38	28	277
0.13	1	6	14	1	39	28	277
0.13	1	4	14	1	42	28	277
0.13	1	8	14	1	43	28	277
0.13	1	16	14	1	44	28	277
0.13	1	15	14	1	45	28	277
0.131	1	5	14	2	1	28	277
0.131	1	12	14	2	2	28	277
0.131	1	1	14	2	3	28	277
0.131	1	13	14	2	4	28	277
0.131	1	20	14	2	13	28	277
0.131	1	2	14	2	14	28	277
0.131	1	14	14	2	15	28	277
0.131	1	11	14	2	16	28	277
0.132	1	17	14	3	27	28	277
0.132	1	19	14	3	28	28	277
0.132	1	3	14	3	29	28	277
0.132	1	18	14	3	30	28	277
0.132	1	9	14	3	36	28	277
0.132	1	10	14	3	37	28	277
0.132	1	7	14	3	38	28	277
0.132	1	6	14	3	39	28	277
0.133	1	4	14	4	42	28	277
0.133	1	8	14	4	43	28	277
0.133	1	16	14	4	44	28	277
0.133	1	15	14	4	45	28	277
0.133	1	5	14	4	1	28	277
0.133	1	12	14	4	2	28	277
0.133	1	1	14	4	3	28	277
0.133	1	13	14	4	4	28	277
0.134	1	20	14	5	13	28	277
0.134	1	2	14	5	14	28	277
0.134	1	14	14	5	15	28	277
0.134	1	11	14	5	16	28	277
0.134	1	17	14	5	27	28	277
0.134	1	19	14	5	28	28	277
0.134	1	3	14	5	29	28	277
0.134	1	18	14	5	30	28	277
0.135	1	9	14	6	36	28	277
0.135	1	10	14	6	37	28	277
0.135	1	7	14	6	38	28	277
0.135	1	6	14	6	39	28	277
0.135	1	4	14	6	42	28	277
0.135	1	8	14	6	43	28	277
0.135	1	16	14	6	44	28	277
0.135	1	15	14	6	45	28	277
0.136	1	5	14	7	1	28	277
0.136	1	12	14	7	2	28	277
0.136	1	1	14	7	3	28	277
0.136	1	13	14	7	4	28	277
0.136	1	20	14	7	13	28	277
0.136	1	2	14	7	14	28	277
0.136	1	14	14	7	15	28	277
0.136	1	11	14	7	16	28	277
0.137	1	17	14	8	27	28	277
0.137	1	19	14	8	28	28	277
0.137	1	3	14	8	29	28	277
0.137	1	18	14	8	30	28	277
0.137	1	9	14	8	36	28	277
0.137	1	10	14	8	37	28	277
0.137	1	7	14	8	38	28	277
0.137	1	6	14	8	39	28	277
0.138	1	4	14	9	42	28	277
0.138	1	8	14	9	43	28	277
0.138	1	16	14	9	44	28	277
0.138	1	15	14	9	45	28	277
0.138	1	5	14	9	1	28	277
0.138	1	12	14	9	2	28	277
0.138	1	1	14	9	3	28	277
0.138	1	13	14	9	4	28	277
0.139	1	20	14	10	13	28	277
0.139	1	2	14	10	14	28	277
0.139	1	14	14	10	15	28	277
0.139	1	11	14	10	16	28	277
0.139	1	17	14	10	27	28	277
0.139	1	19	14	10	28	28	277
0.139	1	3	14	10	29	28	277
