% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.5	0.75	1	12	2	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	13	4	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	14	15	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	15	45	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	16	44	3	12	26352	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	17	27	3	13	28548	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	18	30	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	19	28	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.5	0.75	1	20	13	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	1	3	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	2	14	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	3	29	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	4	42	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	5	1	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	6	39	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	7	38	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	8	43	3	13	28548	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	9	36	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	10	37	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	11	16	3	12	26352	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	12	2	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	13	4	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	14	15	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	15	45	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	16	44	3	13	28548	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	17	27	3	12	26352	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	18	30	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	19	28	3	13	28548	13	28548	0.003	0	0.003	0.003	2196	0	2196	2196	
0.75	1	1	20	13	3	12	26352	12	26352	0.003	0	0.003	0.003	2196	0	2196	2196	
