% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct
595	1	6	8	0	28	373	0	1	1
596	1	5	1	0	28	373	0	1	1
596	1	3	2	0	28	373	0	1	1
596	1	1	3	0	28	373	0	1	1
596	1	4	4	0	28	373	0	1	1
596	1	2	7	0	28	373	0	1	1
596	1	6	8	0	28	373	0	1	1
597	1	5	1	0	28	373	0	1	1
597	1	3	2	0	28	373	0	1	1
597	1	1	3	0	28	373	0	1	1
597	1	4	4	0	28	373	0	1	1
597	1	2	7	0	28	373	0	1	1
597	1	6	8	0	28	373	0	1	1
598	1	5	1	0	28	373	0	1	1
598	1	3	2	0	28	373	0	1	1
598	1	1	3	0	28	373	0	1	1
598	1	4	4	0	28	373	0	1	1
598	1	2	7	0	28	373	0	1	1
598	1	6	8	0	28	373	0	1	1
599	1	5	1	0	28	373	0	1	1
599	1	3	2	0	28	373	0	1	1
599	1	1	3	0	28	373	0	1	1
599	1	4	4	0	28	373	0	1	1
599	1	2	7	0	28	373	0	1	1
599	1	6	8	0	28	373	0	1	1
600	1	5	1	0	28	373	0	1	1
600	1	3	2	0	28	373	0	1	1
600	1	1	3	0	28	373	0	1	1
600	1	4	4	0	28	373	0	1	1
600	1	2	7	0	28	373	0	1	1
600	1	6	8	0	28	373	0	1	1
601	1	5	1	0	28	373	0	1	1
601	1	3	2	0	28	373	0	1	1
601	1	1	3	0	28	373	0	1	1
601	1	4	4	0	28	373	0	1	1
601	1	2	7	0	28	373	0	1	1
601	1	6	8	0	28	373	0	1	1
602	1	5	1	0	28	373	0	1	1
602	1	3	2	0	28	373	0	1	1
602	1	1	3	0	28	373	0	1	1
602	1	4	4	0	28	373	0	1	1
602	1	2	7	0	28	373	0	1	1
602	1	6	8	0	28	373	0	1	1
603	1	5	1	0	28	373	0	1	1
603	1	3	2	0	28	373	0	1	1
603	1	1	3	0	28	373	0	1	1
603	1	4	4	0	28	373	0	1	1
603	1	2	7	0	28	373	0	1	1
603	1	6	8	0	28	373	0	1	1
604	1	5	1	0	28	373	0	1	1
604	1	3	2	0	28	373	0	1	1
604	1	1	3	0	28	373	0	1	1
604	1	4	4	0	28	373	0	1	1
604	1	2	7	0	28	373	0	1	1
604	1	6	8	0	28	373	0	1	1
605	1	5	1	0	28	373	0	1	1
605	1	3	2	0	28	373	0	1	1
605	1	1	3	0	28	373	0	1	1
605	1	4	4	0	28	373	0	1	1
605	1	2	7	0	28	373	0	1	1
605	1	6	8	0	28	373	0	1	1
606	1	5	1	0	28	373	0	1	1
606	1	3	2	0	28	373	0	1	1
606	1	1	3	0	28	373	0	1	1
606	1	4	4	0	28	373	0	1	1
606	1	2	7	0	28	373	0	1	1
606	1	6	8	0	28	373	0	1	1
607	1	5	1	0	28	373	0	1	1
607	1	3	2	0	28	373	0	1	1
607	1	1	3	0	28	373	0	1	1
607	1	4	4	0	28	373	0	1	1
607	1	2	7	0	28	373	0	1	1
607	1	6	8	0	28	373	0	1	1
608	1	5	1	0	28	373	0	1	1
608	1	3	2	0	28	373	0	1	1
608	1	1	3	0	28	373	0	1	1
608	1	4	4	0	28	373	0	1	1
608	1	2	7	0	28	373	0	1	1
608	1	6	8	0	28	373	0	1	1
609	1	5	1	0	28	373	0	1	1
609	1	3	2	0	28	373	0	1	1
609	1	1	3	0	28	373	0	1	1
609	1	4	4	0	28	373	0	1	1
609	1	2	7	0	28	373	0	1	1
609	1	6	8	0	28	373	0	1	1
610	1	5	1	0	28	373	0	1	1
610	1	3	2	0	28	373	0	1	1
610	1	1	3	0	28	373	0	1	1
610	1	4	4	0	28	373	0	1	1
610	1	2	7	0	28	373	0	1	1
610	1	6	8	0	28	373	0	1	1
611	1	5	1	0	28	373	0	1	1
611	1	3	2	0	28	373	0	1	1
611	1	1	3	0	28	373	0	1	1
611	1	4	4	0	28	373	0	1	1
611	1	2	7	0	28	373	0	1	1
611	1	6	8	0	28	373	0	1	1
612	1	5	1	0	28	373	0	1	1
612	1	3	2	0	28	373	0	1	1
612	1	1	3	0	28	373	0	1	1
612	1	4	4	0	28	373	0	1	1
612	1	2	7	0	28	373	0	1	1
612	1	6	8	0	28	373	0	1	1
613	1	5	1	0	28	373	0	1	1
613	1	3	2	0	28	373	0	1	1
613	1	1	3	0	28	373	0	1	1
613	1	4	4	0	28	373	0	1	1
613	1	2	7	0	28	373	0	1	1
613	1	6	8	0	28	373	0	1	1
614	1	5	1	0	28	373	0	1	1
614	1	3	2	0	28	373	0	1	1
614	1	1	3	0	28	373	0	1	1
614	1	4	4	0	28	373	0	1	1
614	1	2	7	0	28	373	0	1	1
614	1	6	8	0	28	373	0	1	1
615	1	5	1	0	28	373	0	1	1
615	1	3	2	0	28	373	0	1	1
615	1	1	3	0	28	373	0	1	1
615	1	4	4	0	28	373	0	1	1
615	1	2	7	0	28	373	0	1	1
615	1	6	8	0	28	373	0	1	1
616	1	5	1	0	28	373	0	1	1
616	1	3	2	0	28	373	0	1	1
616	1	1	3	0	28	373	0	1	1
616	1	4	4	0	28	373	0	1	1
616	1	2	7	0	28	373	0	1	1
616	1	6	8	0	28	373	0	1	1
617	1	5	1	0	28	373	0	1	1
617	1	3	2	0	28	373	0	1	1
617	1	1	3	0	28	373	0	1	1
617	1	4	4	0	28	373	0	1	1
617	1	2	7	0	28	373	0	1	1
617	1	6	8	0	28	373	0	1	1
618	1	5	1	0	28	373	0	1	1
618	1	3	2	0	28	373	0	1	1
618	1	1	3	0	28	373	0	1	1
618	1	4	4	0	28	373	0	1	1
618	1	2	7	0	28	373	0	1	1
618	1	6	8	0	28	373	0	1	1
619	1	5	1	0	28	373	0	1	1
619	1	3	2	0	28	373	0	1	1
619	1	1	3	0	28	373	0	1	1
619	1	4	4	0	28	373	0	1	1
619	1	2	7	0	28	373	0	1	1
619	1	6	8	0	28	373	0	1	1
620	1	5	1	0	28	373	0	1	1
620	1	3	2	0	28	373	0	1	1
620	1	1	3	0	28	373	0	1	1
620	1	4	4	0	28	373	0	1	1
620	1	2	7	0	28	373	0	1	1
620	1	6	8	0	28	373	0	1	1
621	1	5	1	0	28	373	0	1	1
621	1	3	2	0	28	373	0	1	1
621	1	1	3	0	28	373	0	1	1
621	1	4	4	0	28	373	0	1	1
621	1	2	7	0	28	373	0	1	1
621	1	6	8	0	28	373	0	1	1
622	1	5	1	0	28	373	0	1	1
622	1	3	2	0	28	373	0	1	1
622	1	1	3	0	28	373	0	1	1
622	1	4	4	0	28	373	0	1	1
622	1	2	7	0	28	373	0	1	1
622	1	6	8	0	28	373	0	1	1
623	1	5	1	0	28	373	0	1	1
623	1	3	2	0	28	373	0	1	1
623	1	1	3	0	28	373	0	1	1
623	1	4	4	0	28	373	0	1	1
623	1	2	7	0	28	373	0	1	1
623	1	6	8	0	28	373	0	1	1
624	1	5	1	0	28	373	0	1	1
624	1	3	2	0	28	373	0	1	1
624	1	1	3	0	28	373	0	1	1
624	1	4	4	0	28	373	0	1	1
624	1	2	7	0	28	373	0	1	1
624	1	6	8	0	28	373	0	1	1
625	1	5	1	0	28	373	0	1	1
625	1	3	2	0	28	373	0	1	1
625	1	1	3	0	28	373	0	1	1
625	1	4	4	0	28	373	0	1	1
625	1	2	7	0	28	373	0	1	1
625	1	6	8	0	28	373	0	1	1
626	1	5	1	0	28	373	0	1	1
626	1	3	2	0	28	373	0	1	1
626	1	1	3	0	28	373	0	1	1
626	1	4	4	0	28	373	0	1	1
626	1	2	7	0	28	373	0	1	1
626	1	6	8	0	28	373	0	1	1
627	1	5	1	0	28	373	0	1	1
627	1	3	2	0	28	373	0	1	1
627	1	1	3	0	28	373	0	1	1
627	1	4	4	0	28	373	0	1	1
627	1	2	7	0	28	373	0	1	1
627	1	6	8	0	28	373	0	1	1
628	1	5	1	0	28	373	0	1	1
628	1	3	2	0	28	373	0	1	1
628	1	1	3	0	28	373	0	1	1
628	1	4	4	0	28	373	0	1	1
628	1	2	7	0	28	373	0	1	1
628	1	6	8	0	28	373	0	1	1
629	1	5	1	0	28	373	0	1	1
629	1	3	2	0	28	373	0	1	1
629	1	1	3	0	28	373	0	1	1
629	1	4	4	0	28	373	0	1	1
629	1	2	7	0	28	373	0	1	1
629	1	6	8	0	28	373	0	1	1
630	1	5	1	0	28	373	0	1	1
630	1	3	2	0	28	373	0	1	1
630	1	1	3	0	28	373	0	1	1
630	1	4	4	0	28	373	0	1	1
630	1	2	7	0	28	373	0	1	1
630	1	6	8	0	28	373	0	1	1
631	1	5	1	0	28	373	0	1	1
631	1	3	2	0	28	373	0	1	1
631	1	1	3	0	28	373	0	1	1
631	1	4	4	0	28	373	0	1	1
631	1	2	7	0	28	373	0	1	1
631	1	6	8	0	28	373	0	1	1
632	1	5	1	0	28	373	0	1	1
632	1	3	2	0	28	373	0	1	1
632	1	1	3	0	28	373	0	1	1
632	1	4	4	0	28	373	0	1	1
632	1	2	7	0	28	373	0	1	1
632	1	6	8	0	28	373	0	1	1
633	1	5	1	0	28	373	0	1	1
633	1	3	2	0	28	373	0	1	1
633	1	1	3	0	28	373	0	1	1
633	1	4	4	0	28	373	0	1	1
633	1	2	7	0	28	373	0	1	1
633	1	6	8	0	28	373	0	1	1
634	1	5	1	0	28	373	0	1	1
634	1	3	2	0	28	373	0	1	1
634	1	1	3	0	28	373	0	1	1
634	1	4	4	0	28	373	0	1	1
634	1	2	7	0	28	373	0	1	1
634	1	6	8	0	28	373	0	1	1
635	1	5	1	0	28	373	0	1	1
635	1	3	2	0	28	373	0	1	1
635	1	1	3	0	28	373	0	1	1
635	1	4	4	0	28	373	0	1	1
635	1	2	7	0	28	373	0	1	1
635	1	6	8	0	28	373	0	1	1
636	1	5	1	0	28	373	0	1	1
636	1	3	2	0	28	373	0	1	1
636	1	1	3	0	28	373	0	1	1
636	1	4	4	0	28	373	0	1	1
636	1	2	7	0	28	373	0	1	1
636	1	6	8	0	28	373	0	1	1
637	1	5	1	0	28	373	0	1	1
637	1	3	2	0	28	373	0	1	1
637	1	1	3	0	28	373	0	1	1
637	1	4	4	0	28	373	0	1	1
637	1	2	7	0	28	373	0	1	1
637	1	6	8	0	28	373	0	1	1
638	1	5	1	0	28	373	0	1	1
638	1	3	2	0	28	373	0	1	1
638	1	1	3	0	28	373	0	1	1
638	1	4	4	0	28	373	0	1	1
638	1	2	7	0	28	373	0	1	1
638	1	6	8	0	28	373	0	1	1
639	1	5	1	0	28	373	0	1	1
639	1	3	2	0	28	373	0	1	1
639	1	1	3	0	28	373	0	1	1
639	1	4	4	0	28	373	0	1	1
639	1	2	7	0	28	373	0	1	1
639	1	6	8	0	28	373	0	1	1
640	1	5	1	0	28	373	0	1	1
640	1	3	2	0	28	373	0	1	1
640	1	1	3	0	28	373	0	1	1
640	1	4	4	0	28	373	0	1	1
640	1	2	7	0	28	373	0	1	1
640	1	6	8	0	28	373	0	1	1
641	1	5	1	0	28	373	0	1	1
641	1	3	2	0	28	373	0	1	1
641	1	1	3	0	28	373	0	1	1
641	1	4	4	0	28	373	0	1	1
641	1	2	7	0	28	373	0	1	1
641	1	6	8	0	28	373	0	1	1
642	1	5	1	0	28	373	0	1	1
642	1	3	2	0	28	373	0	1	1
642	1	1	3	0	28	373	0	1	1
642	1	4	4	0	28	373	0	1	1
642	1	2	7	0	28	373	0	1	1
642	1	6	8	0	28	373	0	1	1
643	1	5	1	0	28	373	0	1	1
643	1	3	2	0	28	373	0	1	1
643	1	1	3	0	28	373	0	1	1
643	1	4	4	0	28	373	0	1	1
643	1	2	7	0	28	373	0	1	1
643	1	6	8	0	28	373	0	1	1
644	1	5	1	0	28	373	0	1	1
644	1	3	2	0	28	373	0	1	1
644	1	1	3	0	28	373	0	1	1
644	1	4	4	0	28	373	0	1	1
644	1	2	7	0	28	373	0	1	1
644	1	6	8	0	28	373	0	1	1
645	1	5	1	0	28	373	0	1	1
645	1	3	2	0	28	373	0	1	1
645	1	1	3	0	28	373	0	1	1
645	1	4	4	0	28	373	0	1	1
645	1	2	7	0	28	373	0	1	1
645	1	6	8	0	28	373	0	1	1
646	1	5	1	0	28	373	0	1	1
646	1	3	2	0	28	373	0	1	1
646	1	1	3	0	28	373	0	1	1
646	1	4	4	0	28	373	0	1	1
646	1	2	7	0	28	373	0	1	1
646	1	6	8	0	28	373	0	1	1
647	1	5	1	0	28	373	0	1	1
647	1	3	2	0	28	373	0	1	1
647	1	1	3	0	28	373	0	1	1
647	1	4	4	0	28	373	0	1	1
647	1	2	7	0	28	373	0	1	1
647	1	6	8	0	28	373	0	1	1
648	1	5	1	0	28	373	0	1	1
648	1	3	2	0	28	373	0	1	1
648	1	1	3	0	28	373	0	1	1
648	1	4	4	0	28	373	0	1	1
648	1	2	7	0	28	373	0	1	1
648	1	6	8	0	28	373	0	1	1
649	1	5	1	0	28	373	0	1	1
649	1	3	2	0	28	373	0	1	1
649	1	1	3	0	28	373	0	1	1
649	1	4	4	0	28	373	0	1	1
649	1	2	7	0	28	373	0	1	1
649	1	6	8	0	28	373	0	1	1
650	1	5	1	0	28	373	0	1	1
650	1	3	2	0	28	373	0	1	1
650	1	1	3	0	28	373	0	1	1
650	1	4	4	0	28	373	0	1	1
650	1	2	7	0	28	373	0	1	1
650	1	6	8	0	28	373	0	1	1
651	1	5	1	0	28	373	0	1	1
651	1	3	2	0	28	373	0	1	1
651	1	1	3	0	28	373	0	1	1
651	1	4	4	0	28	373	0	1	1
651	1	2	7	0	28	373	0	1	1
651	1	6	8	0	28	373	0	1	1
652	1	5	1	0	28	373	0	1	1
652	1	3	2	0	28	373	0	1	1
652	1	1	3	0	28	373	0	1	1
652	1	4	4	0	28	373	0	1	1
652	1	2	7	0	28	373	0	1	1
652	1	6	8	0	28	373	0	1	1
653	1	5	1	0	28	373	0	1	1
653	1	3	2	0	28	373	0	1	1
653	1	1	3	0	28	373	0	1	1
653	1	4	4	0	28	373	0	1	1
653	1	2	7	0	28	373	0	1	1
653	1	6	8	0	28	373	0	1	1
654	1	5	1	0	28	373	0	1	1
654	1	3	2	0	28	373	0	1	1
654	1	1	3	0	28	373	0	1	1
654	1	4	4	0	28	373	0	1	1
654	1	2	7	0	28	373	0	1	1
654	1	6	8	0	28	373	0	1	1
655	1	5	1	0	28	373	0	1	1
655	1	3	2	0	28	373	0	1	1
655	1	1	3	0	28	373	0	1	1
655	1	4	4	0	28	373	0	1	1
655	1	2	7	0	28	373	0	1	1
655	1	6	8	0	28	373	0	1	1
656	1	5	1	0	28	373	0	1	1
656	1	3	2	0	28	373	0	1	1
656	1	1	3	0	28	373	0	1	1
656	1	4	4	0	28	373	0	1	1
656	1	2	7	0	28	373	0	1	1
656	1	6	8	0	28	373	0	1	1
657	1	5	1	0	28	373	0	1	1
657	1	3	2	0	28	373	0	1	1
657	1	1	3	0	28	373	0	1	1
657	1	4	4	0	28	373	0	1	1
657	1	2	7	0	28	373	0	1	1
657	1	6	8	0	28	373	0	1	1
658	1	5	1	0	28	373	0	1	1
658	1	3	2	0	28	373	0	1	1
658	1	1	3	0	28	373	0	1	1
658	1	4	4	0	28	373	0	1	1
658	1	2	7	0	28	373	0	1	1
658	1	6	8	0	28	373	0	1	1
659	1	5	1	0	28	373	0	1	1
659	1	3	2	0	28	373	0	1	1
659	1	1	3	0	28	373	0	1	1
659	1	4	4	0	28	373	0	1	1
659	1	2	7	0	28	373	0	1	1
659	1	6	8	0	28	373	0	1	1
660	1	5	1	0	28	373	0	1	1
660	1	3	2	0	28	373	0	1	1
660	1	1	3	0	28	373	0	1	1
660	1	4	4	0	28	373	0	1	1
660	1	2	7	0	28	373	0	1	1
660	1	6	8	0	28	373	0	1	1
661	1	5	1	0	28	373	0	1	1
661	1	3	2	0	28	373	0	1	1
661	1	1	3	0	28	373	0	1	1
661	1	4	4	0	28	373	0	1	1
661	1	2	7	0	28	373	0	1	1
661	1	6	8	0	28	373	0	1	1
662	1	5	1	0	28	373	0	1	1
662	1	3	2	0	28	373	0	1	1
662	1	1	3	0	28	373	0	1	1
662	1	4	4	0	28	373	0	1	1
662	1	2	7	0	28	373	0	1	1
662	1	6	8	0	28	373	0	1	1
663	1	5	1	0	28	373	0	1	1
663	1	3	2	0	28	373	0	1	1
663	1	1	3	0	28	373	0	1	1
663	1	4	4	0	28	373	0	1	1
663	1	2	7	0	28	373	0	1	1
663	1	6	8	0	28	373	0	1	1
664	1	5	1	0	28	373	0	1	1
664	1	3	2	0	28	373	0	1	1
664	1	1	3	0	28	373	0	1	1
664	1	4	4	0	28	373	0	1	1
664	1	2	7	0	28	373	0	1	1
664	1	6	8	0	28	373	0	1	1
665	1	5	1	0	28	373	0	1	1
665	1	3	2	0	28	373	0	1	1
665	1	1	3	0	28	373	0	1	1
665	1	4	4	0	28	373	0	1	1
665	1	2	7	0	28	373	0	1	1
665	1	6	8	0	28	373	0	1	1
666	1	5	1	0	28	373	0	1	1
666	1	3	2	0	28	373	0	1	1
666	1	1	3	0	28	373	0	1	1
666	1	4	4	0	28	373	0	1	1
666	1	2	7	0	28	373	0	1	1
666	1	6	8	0	28	373	0	1	1
667	1	5	1	0	28	373	0	1	1
667	1	3	2	0	28	373	0	1	1
667	1	1	3	0	28	373	0	1	1
667	1	4	4	0	28	373	0	1	1
667	1	2	7	0	28	373	0	1	1
667	1	6	8	0	28	373	0	1	1
668	1	5	1	0	28	373	0	1	1
668	1	3	2	0	28	373	0	1	1
668	1	1	3	0	28	373	0	1	1
668	1	4	4	0	28	373	0	1	1
668	1	2	7	0	28	373	0	1	1
668	1	6	8	0	28	373	0	1	1
669	1	5	1	0	28	373	0	1	1
669	1	3	2	0	28	373	0	1	1
669	1	1	3	0	28	373	0	1	1
669	1	4	4	0	28	373	0	1	1
669	1	2	7	0	28	373	0	1	1
669	1	6	8	0	28	373	0	1	1
670	1	5	1	0	28	373	0	1	1
670	1	3	2	0	28	373	0	1	1
670	1	1	3	0	28	373	0	1	1
670	1	4	4	0	28	373	0	1	1
670	1	2	7	0	28	373	0	1	1
670	1	6	8	0	28	373	0	1	1
671	1	5	1	0	28	373	0	1	1
671	1	3	2	0	28	373	0	1	1
671	1	1	3	0	28	373	0	1	1
671	1	4	4	0	28	373	0	1	1
671	1	2	7	0	28	373	0	1	1
671	1	6	8	0	28	373	0	1	1
672	1	5	1	0	28	373	0	1	1
672	1	3	2	0	28	373	0	1	1
672	1	1	3	0	28	373	0	1	1
672	1	4	4	0	28	373	0	1	1
672	1	2	7	0	28	373	0	1	1
672	1	6	8	0	28	373	0	1	1
673	1	5	1	0	28	373	0	1	1
673	1	3	2	0	28	373	0	1	1
673	1	1	3	0	28	373	0	1	1
673	1	4	4	0	28	373	0	1	1
673	1	2	7	0	28	373	0	1	1
673	1	6	8	0	28	373	0	1	1
674	1	5	1	0	28	373	0	1	1
674	1	3	2	0	28	373	0	1	1
674	1	1	3	0	28	373	0	1	1
674	1	4	4	0	28	373	0	1	1
674	1	2	7	0	28	373	0	1	1
674	1	6	8	0	28	373	0	1	1
675	1	5	1	0	28	373	0	1	1
675	1	3	2	0	28	373	0	1	1
675	1	1	3	0	28	373	0	1	1
675	1	4	4	0	28	373	0	1	1
675	1	2	7	0	28	373	0	1	1
675	1	6	8	0	28	373	0	1	1
676	1	5	1	0	28	373	0	1	1
676	1	3	2	0	28	373	0	1	1
676	1	1	3	0	28	373	0	1	1
676	1	4	4	0	28	373	0	1	1
676	1	2	7	0	28	373	0	1	1
676	1	6	8	0	28	373	0	1	1
677	1	5	1	0	28	373	0	1	1
677	1	3	2	0	28	373	0	1	1
677	1	1	3	0	28	373	0	1	1
677	1	4	4	0	28	373	0	1	1
677	1	2	7	0	28	373	0	1	1
677	1	6	8	0	28	373	0	1	1
678	1	5	1	0	28	373	0	1	1
678	1	3	2	0	28	373	0	1	1
678	1	1	3	0	28	373	0	1	1
678	1	4	4	0	28	373	0	1	1
678	1	2	7	0	28	373	0	1	1
678	1	6	8	0	28	373	0	1	1
679	1	5	1	0	28	373	0	1	1
679	1	3	2	0	28	373	0	1	1
679	1	1	3	0	28	373	0	1	1
679	1	4	4	0	28	373	0	1	1
679	1	2	7	0	28	373	0	1	1
679	1	6	8	0	28	373	0	1	1
680	1	5	1	0	28	373	0	1	1
680	1	3	2	0	28	373	0	1	1
680	1	1	3	0	28	373	0	1	1
680	1	4	4	0	28	373	0	1	1
680	1	2	7	0	28	373	0	1	1
680	1	6	8	0	28	373	0	1	1
681	1	5	1	0	28	373	0	1	1
681	1	3	2	0	28	373	0	1	1
681	1	1	3	0	28	373	0	1	1
681	1	4	4	0	28	373	0	1	1
681	1	2	7	0	28	373	0	1	1
681	1	6	8	0	28	373	0	1	1
682	1	5	1	0	28	373	0	1	1
682	1	3	2	0	28	373	0	1	1
682	1	1	3	0	28	373	0	1	1
682	1	4	4	0	28	373	0	1	1
682	1	2	7	0	28	373	0	1	1
682	1	6	8	0	28	373	0	1	1
683	1	5	1	0	28	373	0	1	1
683	1	3	2	0	28	373	0	1	1
683	1	1	3	0	28	373	0	1	1
683	1	4	4	0	28	373	0	1	1
683	1	2	7	0	28	373	0	1	1
683	1	6	8	0	28	373	0	1	1
684	1	5	1	0	28	373	0	1	1
684	1	3	2	0	28	373	0	1	1
684	1	1	3	0	28	373	0	1	1
684	1	4	4	0	28	373	0	1	1
684	1	2	7	0	28	373	0	1	1
684	1	6	8	0	28	373	0	1	1
685	1	5	1	0	28	373	0	1	1
685	1	3	2	0	28	373	0	1	1
685	1	1	3	0	28	373	0	1	1
685	1	4	4	0	28	373	0	1	1
685	1	2	7	0	28	373	0	1	1
685	1	6	8	0	28	373	0	1	1
686	1	5	1	0	28	373	0	1	1
686	1	3	2	0	28	373	0	1	1
686	1	1	3	0	28	373	0	1	1
686	1	4	4	0	28	373	0	1	1
686	1	2	7	0	28	373	0	1	1
686	1	6	8	0	28	373	0	1	1
687	1	5	1	0	28	373	0	1	1
687	1	3	2	0	28	373	0	1	1
687	1	1	3	0	28	373	0	1	1
687	1	4	4	0	28	373	0	1	1
687	1	2	7	0	28	373	0	1	1
687	1	6	8	0	28	373	0	1	1
688	1	5	1	0	28	373	0	1	1
688	1	3	2	0	28	373	0	1	1
688	1	1	3	0	28	373	0	1	1
688	1	4	4	0	28	373	0	1	1
688	1	2	7	0	28	373	0	1	1
688	1	6	8	0	28	373	0	1	1
689	1	5	1	0	28	373	0	1	1
689	1	3	2	0	28	373	0	1	1
689	1	1	3	0	28	373	0	1	1
689	1	4	4	0	28	373	0	1	1
689	1	2	7	0	28	373	0	1	1
689	1	6	8	0	28	373	0	1	1
690	1	5	1	0	28	373	0	1	1
690	1	3	2	0	28	373	0	1	1
690	1	1	3	0	28	373	0	1	1
690	1	4	4	0	28	373	0	1	1
690	1	2	7	0	28	373	0	1	1
690	1	6	8	0	28	373	0	1	1
691	1	5	1	0	28	373	0	1	1
691	1	3	2	0	28	373	0	1	1
691	1	1	3	0	28	373	0	1	1
691	1	4	4	0	28	373	0	1	1
691	1	2	7	0	28	373	0	1	1
691	1	6	8	0	28	373	0	1	1
692	1	5	1	0	28	373	0	1	1
692	1	3	2	0	28	373	0	1	1
692	1	1	3	0	28	373	0	1	1
692	1	4	4	0	28	373	0	1	1
692	1	2	7	0	28	373	0	1	1
692	1	6	8	0	28	373	0	1	1
693	1	5	1	0	28	373	0	1	1
693	1	3	2	0	28	373	0	1	1
693	1	1	3	0	28	373	0	1	1
693	1	4	4	0	28	373	0	1	1
693	1	2	7	0	28	373	0	1	1
693	1	6	8	0	28	373	0	1	1
694	1	5	1	0	28	373	0	1	1
694	1	3	2	0	28	373	0	1	1
694	1	1	3	0	28	373	0	1	1
694	1	4	4	0	28	373	0	1	1
694	1	2	7	0	28	373	0	1	1
694	1	6	8	0	28	373	0	1	1
695	1	5	1	0	28	373	0	1	1
695	1	3	2	0	28	373	0	1	1
695	1	1	3	0	28	373	0	1	1
695	1	4	4	0	28	373	0	1	1
695	1	2	7	0	28	373	0	1	1
695	1	6	8	0	28	373	0	1	1
696	1	5	1	0	28	373	0	1	1
696	1	3	2	0	28	373	0	1	1
696	1	1	3	0	28	373	0	1	1
696	1	4	4	0	28	373	0	1	1
696	1	2	7	0	28	373	0	1	1
696	1	6	8	0	28	373	0	1	1
697	1	5	1	0	28	373	0	1	1
697	1	3	2	0	28	373	0	1	1
697	1	1	3	0	28	373	0	1	1
697	1	4	4	0	28	373	0	1	1
697	1	2	7	0	28	373	0	1	1
697	1	6	8	0	28	373	0	1	1
698	1	5	1	0	28	373	0	1	1
698	1	3	2	0	28	373	0	1	1
698	1	1	3	0	28	373	0	1	1
698	1	4	4	0	28	373	0	1	1
698	1	2	7	0	28	373	0	1	1
698	1	6	8	0	28	373	0	1	1
699	1	5	1	0	28	373	0	1	1
699	1	3	2	0	28	373	0	1	1
699	1	1	3	0	28	373	0	1	1
699	1	4	4	0	28	373	0	1	1
699	1	2	7	0	28	373	0	1	1
699	1	6	8	0	28	373	0	1	1
700	1	5	1	0	28	373	0	1	1
700	1	3	2	0	28	373	0	1	1
700	1	1	3	0	28	373	0	1	1
700	1	4	4	0	28	373	0	1	1
700	1	2	7	0	28	373	0	1	1
700	1	6	8	0	28	373	0	1	1
701	1	5	1	0	28	373	0	1	1
701	1	3	2	0	28	373	0	1	1
701	1	1	3	0	28	373	0	1	1
701	1	4	4	0	28	373	0	1	1
701	1	2	7	0	28	373	0	1	1
701	1	6	8	0	28	373	0	1	1
702	1	5	1	0	28	373	0	1	1
702	1	3	2	0	28	373	0	1	1
702	1	1	3	0	28	373	0	1	1
702	1	4	4	0	28	373	0	1	1
702	1	2	7	0	28	373	0	1	1
702	1	6	8	0	28	373	0	1	1
703	1	5	1	0	28	373	0	1	1
703	1	3	2	0	28	373	0	1	1
703	1	1	3	0	28	373	0	1	1
703	1	4	4	0	28	373	0	1	1
703	1	2	7	0	28	373	0	1	1
703	1	6	8	0	28	373	0	1	1
704	1	5	1	0	28	373	0	1	1
704	1	3	2	0	28	373	0	1	1
704	1	1	3	0	28	373	0	1	1
704	1	4	4	0	28	373	0	1	1
704	1	2	7	0	28	373	0	1	1
704	1	6	8	0	28	373	0	1	1
705	1	5	1	0	28	373	0	1	1
705	1	3	2	0	28	373	0	1	1
705	1	1	3	0	28	373	0	1	1
705	1	4	4	0	28	373	0	1	1
705	1	2	7	0	28	373	0	1	1
705	1	6	8	0	28	373	0	1	1
706	1	5	1	0	28	373	0	1	1
706	1	3	2	0	28	373	0	1	1
706	1	1	3	0	28	373	0	1	1
706	1	4	4	0	28	373	0	1	1
706	1	2	7	0	28	373	0	1	1
706	1	6	8	0	28	373	0	1	1
707	1	5	1	0	28	373	0	1	1
707	1	3	2	0	28	373	0	1	1
707	1	1	3	0	28	373	0	1	1
707	1	4	4	0	28	373	0	1	1
707	1	2	7	0	28	373	0	1	1
707	1	6	8	0	28	373	0	1	1
708	1	5	1	0	28	373	0	1	1
708	1	3	2	0	28	373	0	1	1
708	1	1	3	0	28	373	0	1	1
708	1	4	4	0	28	373	0	1	1
708	1	2	7	0	28	373	0	1	1
708	1	6	8	0	28	373	0	1	1
709	1	5	1	0	28	373	0	1	1
709	1	3	2	0	28	373	0	1	1
709	1	1	3	0	28	373	0	1	1
709	1	4	4	0	28	373	0	1	1
709	1	2	7	0	28	373	0	1	1
709	1	6	8	0	28	373	0	1	1
710	1	5	1	0	28	373	0	1	1
710	1	3	2	0	28	373	0	1	1
710	1	1	3	0	28	373	0	1	1
710	1	4	4	0	28	373	0	1	1
710	1	2	7	0	28	373	0	1	1
710	1	6	8	0	28	373	0	1	1
711	1	5	1	0	28	373	0	1	1
711	1	3	2	0	28	373	0	1	1
711	1	1	3	0	28	373	0	1	1
711	1	4	4	0	28	373	0	1	1
711	1	2	7	0	28	373	0	1	1
711	1	6	8	0	28	373	0	1	1
712	1	5	1	0	28	373	0	1	1
